Id,SalePrice
1461,135866.40672348486
1462,197872.0397727273
1463,174587.0928030303
1464,196627.3693181818
1465,236051.8536931818
1466,199477.2897727273
1467,176238.07670454544
1468,181625.1084280303
1469,206398.618844697
1470,130775.18394886365
1471,199052.32149621213
1472,162058.19933712122
1473,131508.81013257577
1474,176434.12073863635
1475,154296.39962121213
1476,285298.1666666667
1477,254278.89157196973
1478,310592.59232954547
1479,265215.9332386364
1480,272201.9337121212
1481,324621.6164772727
1482,255241.068655303
1483,183081.9375
1484,176274.31392045456
1485,185771.58475378787
1486,212763.34611742423
1487,341004.42045454547
1488,267209.6647727273
1489,180837.12310606064
1490,191507.7897727273
1491,208890.5994318182
1492,188606.7059659091
1493,211191.28551136365
1494,310608.85132575757
1495,334858.4678030303
1496,226428.91145833334
1497,211993.42992424243
1498,179989.5303030303
1499,174611.8465909091
1500,168519.94933712122
1501,177379.72964015152
1502,172327.02035984848
1503,237438.5724431818
1504,252426.140625
1505,231611.2490530303
1506,233417.8603219697
1507,273303.93513257575
1508,190526.97111742423
1509,180688.46070075757
1510,152833.66950757577
1511,154211.3622159091
1512,155392.23295454544
1513,142635.76704545456
1514,175539.19886363635
1515,229380.62452651514
1516,156698.66808712122
1517,149798.78267045456
1518,195291.53929924243
1519,198411.14109848486
1520,139723.38920454544
1521,173653.4815340909
1522,174460.59375
1523,136974.21401515152
1524,158743.6775568182
1525,129264.67234848486
1526,131264.40625
1527,134005.696969697
1528,142425.1893939394
1529,157941.6619318182
1530,273835.3645833333
1531,163290.88399621213
1532,123819.05208333333
1533,155026.08854166666
1534,200944.21732954544
1535,156898.94412878787
1536,293568.5198863636
1537,296407.41051136365
1538,165870.33712121213
1539,185342.54214015152
1540,113957.71046401514
1541,171045.609375
1542,244531.7178030303
1543,180964.9971590909
1544,134119.6103219697
1545,182721.9005681818
1546,138556.0165719697
1547,149472.9071969697
1548,141348.42945075757
1549,307513.28929924243
1550,136622.63731060605
1551,238798.06392045456
1552,138733.3309659091
1553,130855.19223484847
1554,238421.35132575757
1555,220215.48768939395
1556,188528.8678977273
1557,122586.43726325757
1558,162291.16287878787
1559,175965.80918560605
1560,133256.40104166666
1561,136347.66098484848
1562,129142.18584280302
1563,128847.14204545454
1564,180129.1619318182
1565,157163.4431818182
1566,237254.10132575757
1567,116012.50757575757
1568,291262.82054924243
1569,196113.98106060605
1570,256155.57291666666
1571,273309.7722537879
1572,220180.07149621213
1573,201363.62026515152
1574,155049.14867424243
1575,205811.30445075757
1576,268347.934185606
1577,179788.63825757577
1578,159575.05539772726
1579,146912.00804924243
1580,220606.6321022727
1581,147621.15767045456
1582,138092.00426136365
1583,325523.8806818182
1584,235051.5596590909
1585,144998.06107954544
1586,138672.36695075757
1587,134491.4199810606
1588,146042.69839015152
1589,129061.01302083333
1590,162412.2869318182
1591,120152.03858901514
1592,227578.31202651514
1593,141384.58925189395
1594,145386.25378787878
1595,138644.68513257577
1596,280732.76325757575
1597,252936.14204545456
1598,204478.35464015152
1599,189776.0653409091
1600,231118.04024621213
1601,115133.95880681818
1602,273164.652935606
1603,200915.43702651514
1604,249871.54261363635
1605,286068.1600378788
1606,178145.28267045456
1607,267231.6699810606
1608,231654.5411931818
1609,180693.45643939395
1610,169329.546875
1611,253666.36079545456
1612,190786.52035984848
1613,160982.99668560605
1614,162464.1581439394
1615,88463.53101325757
1616,88463.53101325757
1617,123050.57102272728
1618,128440.10819128789
1619,128327.79498106061
1620,159640.57859848486
1621,168074.86458333334
1622,167865.76515151514
