Id,SalePrice
1461,204700.8
1462,238371.4
1463,240020.53
1464,247034.19
1465,240494.97
1466,228286.39
1467,229590.12
1468,220987.64
1469,254773.56
1470,184198.45
1471,246750.6
1472,156106.95
1473,158295.05
1474,216483.38
1475,180368.56
1476,348306.47
1477,251393.56
1478,369614.62
1479,367818.38
1480,335180.44
1481,240184.98
1482,243548.61
1483,238132.44
1484,209916.36
1485,220233.0
1486,232247.53
1487,236655.44
1488,248315.28
1489,224288.42
1490,251303.4
1491,232247.53
1492,148322.53
1493,248296.53
1494,250949.12
1495,240184.98
1496,245999.03
1497,232445.33
1498,192557.33
1499,182784.72
1500,191944.19
1501,227091.16
1502,164233.8
1503,258032.4
1504,235591.45
1505,251303.4
1506,228192.88
1507,240184.98
1508,248904.14
1509,233105.33
1510,236172.44
1511,233433.02
1512,243660.39
1513,223389.78
1514,205611.27
1515,245197.06
1516,242039.86
1517,236088.53
1518,222022.48
1519,251303.4
1520,225942.56
1521,225904.19
1522,228241.67
1523,213027.77
1524,193377.61
1525,200851.56
1526,206378.12
1527,174125.42
1528,252014.4
1529,223816.77
1530,251018.75
1531,184710.31
1532,170959.66
1533,231051.69
1534,259765.14
1535,253272.31
1536,243503.33
1537,133053.77
1538,176030.56
1539,232910.7
1540,170198.4
1541,242074.17
1542,246287.19
1543,197755.75
1544,128175.22
1545,230216.38
1546,218762.45
1547,230565.05
1548,231378.08
1549,202879.83
1550,227201.62
1551,205232.45
1552,219570.73
1553,200869.34
1554,191961.38
1555,210468.7
1556,188254.06
1557,169990.55
1558,154644.36
1559,121370.22
1560,223108.19
1561,148387.77
1562,207329.42
1563,206881.44
1564,248155.48
1565,216275.05
1566,251018.75
1567,135118.81
1568,240161.36
1569,225705.81
1570,208055.14
1571,239388.14
1572,237376.95
1573,258032.4
1574,221471.05
1575,258032.4
1576,236432.66
1577,229704.6
1578,241026.38
1579,211692.88
1580,242970.33
1581,214375.22
1582,203987.12
1583,241805.5
1584,241361.19
1585,190766.7
1586,104731.02
1587,182105.77
1588,236922.78
1589,154597.0
1590,230837.25
1591,155511.81
1592,213347.11
1593,173783.97
1594,160095.67
1595,208807.75
1596,235996.9
1597,232647.16
1598,232969.22
1599,217910.42
1600,221351.52
1601,126781.57
1602,220576.27
1603,152851.86
1604,251209.28
1605,241131.6
1606,247101.56
1607,244625.28
1608,245755.67
1609,224288.42
1610,211492.47
1611,236915.22
1612,238755.19
1613,228857.4
1614,197240.58
1615,120637.445
1616,119433.94
1617,146377.86
1618,210258.3
1619,194710.7
1620,227489.39
1621,219335.78
1622,246180.77
1623,241805.5
1624,240161.36
1625,200244.5
1626,243396.03
1627,240020.53
1628,241131.6
1629,238147.03
1630,241805.5
1631,246588.5
1632,241805.5
1633,221977.53
1634,239179.33
1635,223036.66
1636,220957.66
1637,233387.42
1638,238855.34
1639,245171.19
1640,240184.98
1641,234791.84
1642,331100.25
1643,241361.19
1644,247196.8
1645,248485.83
1646,221413.45
1647,235203.55
1648,220597.02
1649,214763.67
1650,182542.75
1651,177405.84
1652,156761.17
1653,151232.77
1654,228312.69
1655,194987.75
1656,221686.2
1657,224954.95
1658,216524.64
1659,185287.19
1660,225415.69
1661,331123.88
1662,331123.88
1663,335180.44
1664,335180.44
1665,362402.25
1666,241805.5
1667,325955.88
1668,335180.44
1669,354254.6
1670,335180.44
1671,241805.5
1672,335180.44
1673,236631.81
1674,248315.28
1675,246750.6
1676,236488.17
1677,248419.28
1678,335180.44
1679,335180.44
1680,335180.44
1681,352235.28
1682,241805.5
1683,238941.6
1684,203119.52
1685,215846.39
1686,220665.75
1687,210412.31
1688,236004.16
1689,232247.53
1690,240003.48
1691,219311.33
1692,238223.38
1693,221977.53
1694,243964.62
1695,213296.4
1696,238821.4
1697,213296.4
1698,240184.98
1699,262608.97
1700,240161.36
1701,238821.4
1702,248315.28
1703,248315.28
1704,241805.5
1705,252925.78
1706,335180.44
1707,241016.53
1708,241016.53
1709,249074.19
1710,246432.7
1711,240437.6
1712,248315.28
1713,343261.0
1714,252964.34
1715,241706.11
1716,231137.95
1717,223758.67
1718,209499.83
1719,236004.16
1720,251303.4
1721,220506.75
1722,202514.92
1723,226117.38
1724,241016.53
1725,240437.6
1726,237597.69
1727,238132.44
1728,229780.94
1729,219703.05
1730,202405.69
1731,188258.88
1732,200789.12
1733,203886.28
1734,214855.78
1735,222059.03
1736,196234.33
1737,245512.58
1738,236432.66
1739,237779.28
1740,250201.69
1741,240385.66
1742,228294.39
1743,218709.9
1744,335180.44
1745,269944.28
1746,230648.47
1747,237872.88
1748,236655.44
1749,233786.67
1750,240875.52
1751,242570.56
1752,206881.44
1753,244374.48
1754,230835.6
1755,237826.38
1756,175905.8
1757,197747.61
1758,206968.67
1759,214940.98
1760,252234.56
1761,238886.55
1762,221222.86
1763,239790.11
1764,185533.67
1765,232368.95
1766,232659.86
1767,252964.34
1768,225942.56
1769,229255.14
1770,223652.27
1771,225062.98
1772,238306.7
1773,200011.67
1774,222022.48
1775,205422.95
1776,204589.0
1777,176830.42
1778,229227.77
1779,187292.25
1780,238174.95
1781,223007.89
1782,126707.35
1783,201125.36
1784,150075.5
1785,198625.48
1786,220244.9
1787,238909.39
1788,92725.94
1789,147437.48
1790,116022.88
1791,221029.5
1792,243990.89
1793,215374.86
1794,217125.28
1795,223365.69
1796,188427.17
1797,208941.14
1798,188143.75
1799,176340.36
1800,218068.0
1801,216329.78
1802,260978.34
1803,228568.55
1804,224113.56
1805,218472.0
1806,236025.58
1807,175584.53
1808,199372.6
1809,193390.88
1810,220485.0
1811,169256.19
1812,153293.17
1813,244958.8
1814,154746.5
1815,92893.71
1816,158436.52
1817,190436.47
1818,204051.1
1819,224551.52
1820,127976.06
1821,214683.22
1822,225658.67
1823,101234.945
1824,161806.17
1825,219047.83
1826,215677.61
1827,209063.5
1828,232387.58
1829,195195.03
1830,221974.66
1831,220501.33
1832,108326.875
1833,203055.95
1834,213097.75
1835,162645.48
1836,222496.67
1837,149319.53
1838,231653.39
1839,140986.42
1840,212183.75
1841,231686.53
1842,147821.78
1843,218472.0
1844,205816.05
1845,213526.11
1846,219749.75
1847,213613.97
1848,120802.516
1849,183304.28
1850,199925.83
1851,218050.69
1852,213816.64
1853,202852.19
1854,215496.66
1855,234048.42
1856,240290.39
1857,203584.08
1858,204771.94
1859,219479.58
1860,253581.17
1861,215259.83
1862,233147.7
1863,233147.7
1864,233147.7
1865,339054.47
1866,335180.44
1867,241016.53
1868,241805.5
1869,244174.16
1870,241298.12
1871,246432.7
1872,205813.42
1873,238953.62
1874,226107.86
1875,244289.75
1876,231939.97
1877,251303.4
1878,246432.7
1879,220819.3
1880,217722.14
1881,249886.06
1882,241361.19
1883,232247.53
1884,237206.1
1885,251303.4
1886,241805.5
1887,251303.4
1888,249886.06
1889,206588.42
1890,217874.55
1891,200905.83
1892,178528.11
1893,231204.69
1894,194344.75
1895,230010.69
1896,239725.53
1897,238019.52
1898,200244.19
1899,238384.19
1900,198719.64
1901,240915.52
1902,231357.72
1903,218657.1
1904,213816.64
1905,228189.6
1906,193772.78
1907,217753.14
1908,161512.08
1909,173766.34
1910,152103.02
1911,228068.7
1912,335180.44
1913,195413.31
1914,117538.38
1915,348527.0
1916,91923.516
1917,240290.39
1918,219940.61
1919,245794.9
1920,244456.42
1921,335180.44
1922,353495.75
1923,236998.45
1924,249682.89
1925,241361.19
1926,335180.44
1927,229716.88
1928,244289.75
1929,188649.8
1930,205823.33
1931,210221.31
1932,215039.44
1933,233693.14
1934,240020.53
1935,222195.45
1936,240020.53
1937,244188.05
1938,248622.12
1939,245289.47
1940,226676.31
1941,230192.44
1942,233625.55
1943,249049.36
1944,349825.06
1945,335180.44
1946,225988.08
1947,335180.44
1948,216067.23
1949,335180.44
1950,234284.47
1951,245512.58
1952,245512.58
1953,243641.62
1954,224500.53
1955,211030.38
1956,242473.64
1957,237326.53
1958,238821.4
1959,234292.98
1960,188302.66
1961,199720.25
1962,159316.86
1963,169551.0
1964,169583.56
1965,210381.53
1966,199583.23
1967,249886.06
1968,335180.44
1969,335180.44
1970,331123.88
1971,331123.88
1972,331123.88
1973,242084.56
1974,331100.25
1975,339054.47
1976,249886.06
1977,240184.98
1978,236655.44
1979,336802.8
1980,243548.61
1981,335180.44
1982,246750.6
1983,241879.9
1984,216119.0
1985,248665.27
1986,251209.28
1987,221872.14
1988,224948.78
1989,232247.53
1990,232247.53
1991,248419.28
1992,234117.94
1993,205813.42
1994,234117.94
1995,236004.16
1996,236622.78
1997,348306.47
1998,241805.5
1999,241131.6
2000,236655.44
2001,250925.5
2002,249886.06
2003,236655.44
2004,238953.62
2005,251303.4
2006,243548.61
2007,248315.28
2008,239934.55
2009,239804.75
2010,232247.53
2011,219425.33
2012,220957.66
2013,228318.67
2014,238223.38
2015,242547.31
2016,233625.55
2017,234755.02
2018,197350.44
2019,211099.5
2020,187259.72
2021,202507.73
2022,243396.03
2023,265646.3
2024,240184.98
2025,252210.72
2026,227288.31
2027,198724.34
2028,200872.83
2029,214533.81
2030,356095.5
2031,244930.38
2032,361559.06
2033,357784.12
2034,195087.02
2035,238223.38
2036,246925.38
2037,246925.38
2038,359096.22
2039,247652.4
2040,236464.5
2041,343261.0
2042,230192.44
2043,233631.86
2044,251440.89
2045,242243.05
2046,234230.33
2047,224852.0
2048,207553.47
2049,234230.33
2050,240193.5
2051,168754.16
2052,210982.73
2053,235212.42
2054,150924.31
2055,231452.55
2056,238080.06
2057,211390.25
2058,240161.36
2059,224690.88
2060,242159.36
2061,231319.95
2062,223365.69
2063,191579.4
2064,224019.61
2065,162600.19
2066,224283.83
2067,200973.56
2068,222022.48
2069,104220.97
2070,222849.17
2071,142623.75
2072,231770.77
2073,215398.92
2074,245183.47
2075,221249.73
2076,192632.4
2077,237530.2
2078,222448.06
2079,226869.83
2080,188548.64
2081,235327.1
2082,136303.22
2083,239805.64
2084,178285.06
2085,218312.66
2086,147576.31
2087,240570.75
2088,136434.72
2089,153945.88
2090,196617.48
2091,208095.78
2092,227964.27
2093,199503.25
2094,194124.73
2095,236009.42
